2021-04-07 21:52:47,950 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x0000025C4A28F040>
2021-04-08 01:05:16,291 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:16,372 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 531
2021-04-08 01:05:16,374 DEBUG   telegram.bot {'message_id': 965, 'date': 1617833115, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're right!\nGreece, Spain and Portugal became eligible to join the EU once democracy had been established in their countries. Greece was the first to join, in 1981, bringing the EU’s membership to double figures. Spain and Portugal followed five years later, in 1986.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:16,374 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:16,374 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:16,464 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 778
2021-04-08 01:05:16,465 DEBUG   telegram.bot {'message_id': 966, 'date': 1617833115, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'As well as being the capital of Belgium, Brussels is often referred to as the capital of Europe as this is where the main institutions are based. Which of the following statements is true?\nA. The European Commission decides on all new EU laws and actions.\nB. The European Commission proposes new legislation while the Council of the European Union and the European Parliament make the final decision on all EU laws.\nC. The European Council, made up of presidents and prime ministers of the EU countries, adopts EU laws.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:16,465 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:16,957 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:16,957 DEBUG   telegram.bot Getting updates: [297234614]
2021-04-08 01:05:16,958 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000028BCE201400>]
2021-04-08 01:05:16,958 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 01:05:16,958 DEBUG   telegram.bot Entering: get_updates
2021-04-08 01:05:16,958 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234614, 'message': {'message_id': 967, 'date': 1617833115, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 291485901, 'first_name': 'Anton', 'is_bot': False, 'last_name': 'P', 'username': 'zerapten', 'language_code': 'en'}}}
2021-04-08 01:05:16,959 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:17,066 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 700
2021-04-08 01:05:17,067 DEBUG   telegram.bot {'message_id': 968, 'date': 1617833116, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're right!\nThe European Commission drafts the proposals for new European laws. These are then discussed, amended and finally adopted   – or rejected   – by the Council of the EU (representing the governments of the EU countries) and the European Parliament (directly elected by EU citizens). This is the most common decision-making procedure in the EU. It is called the ordinary legislative procedure, also known as 'co-decision'.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:17,067 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:17,067 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:17,193 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 708
2021-04-08 01:05:17,193 DEBUG   telegram.bot {'message_id': 969, 'date': 1617833116, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'Following the two devastating world wars in the 20th century that killed millions of people, several European countries decided to work together to ensure that there would be no more bloodshed. Who were these founding members of the EU?\nA. Belgium, France, Germany, Italy, Luxembourg, the Netherlands and Spain.\nB. Belgium, France, Germany, Italy, Luxembourg and the Netherlands.\nC. Belgium, France, Germany, Luxembourg, the Netherlands and Denmark.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:17,201 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:18,472 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:18,472 DEBUG   telegram.bot Getting updates: [297234615]
2021-04-08 01:05:18,473 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000028BCE201BE0>]
2021-04-08 01:05:18,473 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 01:05:18,473 DEBUG   telegram.bot Entering: get_updates
2021-04-08 01:05:18,473 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234615, 'message': {'message_id': 970, 'date': 1617833117, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 291485901, 'first_name': 'Anton', 'is_bot': False, 'last_name': 'P', 'username': 'zerapten', 'language_code': 'en'}}}
2021-04-08 01:05:18,474 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:18,557 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 442
2021-04-08 01:05:18,557 DEBUG   telegram.bot {'message_id': 971, 'date': 1617833117, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're right!\nThe founding members of the EU were Belgium, France, Germany, Italy, Luxembourg and the Netherlands. Spain joined the European Communities in 1986. Denmark joined in 1973.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:18,558 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:18,558 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:18,653 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 630
2021-04-08 01:05:18,654 DEBUG   telegram.bot {'message_id': 972, 'date': 1617833117, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'Who am I? I am President of a European institution that represents EU citizens. I sign the EU budget to approve it. I used to be an Italian politician and journalist.\nA. You are M\xe1rio Centeno, President of the Eurogroup.\nB. You are Klaus-Heiner Lehne, President of the European Court of Auditors.\nC. You are David Maria Sassoli, President of the European Parliament.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:18,654 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:19,271 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:19,271 DEBUG   telegram.bot Getting updates: [297234616]
2021-04-08 01:05:19,272 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000028BCE2016D0>]
2021-04-08 01:05:19,272 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 01:05:19,272 DEBUG   telegram.bot Entering: get_updates
2021-04-08 01:05:19,272 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234616, 'message': {'message_id': 973, 'date': 1617833118, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 291485901, 'first_name': 'Anton', 'is_bot': False, 'last_name': 'P', 'username': 'zerapten', 'language_code': 'en'}}}
2021-04-08 01:05:19,272 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:19,368 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 572
2021-04-08 01:05:19,369 DEBUG   telegram.bot {'message_id': 974, 'date': 1617833118, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're wrong!\nCorrect answer: C \nDavid Maria Sassoli was elected President of the European Parliament on 3 July 2019 for a period of two-and-a-half years. He is a member of the Group of the Progressive Alliance of Socialists and Democrats and served as a vice-president of the European Parliament from 2014 to 2019", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:19,369 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:19,369 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:19,471 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 748
2021-04-08 01:05:19,471 DEBUG   telegram.bot {'message_id': 975, 'date': 1617833118, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'Soon after the Second World War, Europe was split into east and west. The Berlin Wall, which separated East and West Berlin for almost three decades, was a symbol of this division until its fall in 1989. Which of these statements is true?\nA. The reunification of Germany in 1990 brought West Germany into the European Union.\nB. Germany beat Argentina 1-0 in the 1990 football World Cup.\nC. Resistance against communist rule in central and eastern Europe led to the fall of the Berlin Wall.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:19,472 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:19,983 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:19,983 DEBUG   telegram.bot Getting updates: [297234617]
2021-04-08 01:05:19,984 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000028BCE201BE0>]
2021-04-08 01:05:19,984 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 01:05:19,984 DEBUG   telegram.bot Entering: get_updates
2021-04-08 01:05:19,984 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234617, 'message': {'message_id': 976, 'date': 1617833118, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 291485901, 'first_name': 'Anton', 'is_bot': False, 'last_name': 'P', 'username': 'zerapten', 'language_code': 'en'}}}
2021-04-08 01:05:19,984 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:20,087 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 978
2021-04-08 01:05:20,088 DEBUG   telegram.bot {'message_id': 977, 'date': 1617833119, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're wrong!\nCorrect answer: C \nThe collapse of communism across central and eastern Europe, which began in Poland and Hungary, was symbolised by the fall of the Berlin Wall on 9 November 1989. Germany was one of the founding members of the EU but it was West Germany that signed the first Treaty in 1951. When Germany was reunified in October 1990, it was therefore the former East Germany that became part of the European Union. It was West Germany that beat Argentina 1-0 to win the football World Cup in July 1990.  East and West Germany were not reunited as one country until 3 October that year.  Germany’s first football World Cup win as a unified nation was in 2014, when the team beat Argentina again 1-0.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:20,088 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:20,088 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:20,243 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 696
2021-04-08 01:05:20,243 DEBUG   telegram.bot {'message_id': 978, 'date': 1617833119, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'European citizens can influence EU policies in a number of ways, for instance by launching or supporting a European citizens’ initiative. Which of these statements is true?\nA. One million people from at least seven EU countries are needed to launch a European citizens’ initiative.\nB. Any EU citizen can ask the Commission to propose the creation of a law.\nC. There are no minimum age requirements for supporting an initiative.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:20,244 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:20,765 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:20,766 DEBUG   telegram.bot Getting updates: [297234618]
2021-04-08 01:05:20,766 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000028BCE2016D0>]
2021-04-08 01:05:20,766 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 01:05:20,766 DEBUG   telegram.bot Entering: get_updates
2021-04-08 01:05:20,767 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234618, 'message': {'message_id': 979, 'date': 1617833119, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 291485901, 'first_name': 'Anton', 'is_bot': False, 'last_name': 'P', 'username': 'zerapten', 'language_code': 'en'}}}
2021-04-08 01:05:20,767 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:20,925 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 832
2021-04-08 01:05:20,926 DEBUG   telegram.bot {'message_id': 980, 'date': 1617833119, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're wrong!\nCorrect answer: A \nOne million people, or just 0.2 % of the EU population, from at least seven EU countries are needed to launch a European citizens’ initiative. The first-ever European citizens’ initiative, ‘Right2Water’, which gathered 1.6 million signatures, led to a proposal for new rules on drinking water. Currently, in order to support an initiative, you must be eligible for voting in the European elections in your country (i.e. between 16 and 18 years old), but the Commission is working to lower this to 16 everywhere in the EU.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:20,926 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:20,926 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:21,036 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 785
2021-04-08 01:05:21,036 DEBUG   telegram.bot {'message_id': 981, 'date': 1617833120, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'Approximately 33 000 people work at the European Commission carrying out a variety of jobs as administrative staff, experts, translators, interpreters and assistants. Which of the statements below is true?\nA. The Commission’s staff is selected through recruitment competitions and is made up of citizens from each of the EU countries.\nB. You don’t have to be an EU citizen to work for the European Commission.\nC. Before being recruited as a Commission’s staff, it is mandatory that you follow an EU traineeship.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:21,037 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:21,537 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:21,538 DEBUG   telegram.bot Getting updates: [297234619]
2021-04-08 01:05:21,538 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000028BCE201BE0>]
2021-04-08 01:05:21,538 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 01:05:21,538 DEBUG   telegram.bot Entering: get_updates
2021-04-08 01:05:21,539 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234619, 'message': {'message_id': 982, 'date': 1617833120, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 291485901, 'first_name': 'Anton', 'is_bot': False, 'last_name': 'P', 'username': 'zerapten', 'language_code': 'en'}}}
2021-04-08 01:05:21,539 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:21,635 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 656
2021-04-08 01:05:21,636 DEBUG   telegram.bot {'message_id': 983, 'date': 1617833120, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're wrong!\nCorrect answer: A \nCommission officials are citizens from each of the EU countries, selected by means of recruitment competitions. If working for the EU sounds like a career you might be interested in, then you could start as a trainee. Once you graduate from university, you can apply for an EU traineeship. This is however not a prerequisite for being recruited as Commission staff.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:21,636 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:21,636 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:21,742 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 597
2021-04-08 01:05:21,742 DEBUG   telegram.bot {'message_id': 984, 'date': 1617833120, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'Although there may sometimes be disagreements between EU countries, the basic principles behind the EU have remained unchanged for more than six decades. In 2012, the European Union was recognised for its work in uniting the continent. Which award did it receive?\nA. The Charlemagne Prize.\nB. The Sakharov Prize.\nC. The Nobel Peace Prize.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:21,743 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:22,260 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:22,260 DEBUG   telegram.bot Getting updates: [297234620]
2021-04-08 01:05:22,261 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000028BCE201790>]
2021-04-08 01:05:22,261 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 01:05:22,261 DEBUG   telegram.bot Entering: get_updates
2021-04-08 01:05:22,262 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234620, 'message': {'message_id': 985, 'date': 1617833121, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 291485901, 'first_name': 'Anton', 'is_bot': False, 'last_name': 'P', 'username': 'zerapten', 'language_code': 'en'}}}
2021-04-08 01:05:22,262 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:22,351 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 704
2021-04-08 01:05:22,352 DEBUG   telegram.bot {'message_id': 986, 'date': 1617833121, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': "You're wrong!\nCorrect answer: C \nThe Sakharov Prize is awarded annually by the European Parliament to individuals who have made an exceptional contribution to the fight for human rights across the globe. The Charlemagne Prize is awarded for exceptional work performed in the service of European unity. It was awarded to a European institution — the Commission of the European Communities—instead of a person, for the first time in 1969.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:22,352 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:22,352 DEBUG   telegram.bot Entering: send_message
2021-04-08 01:05:22,448 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 431
2021-04-08 01:05:22,448 DEBUG   telegram.bot {'message_id': 987, 'date': 1617833121, 'chat': {'id': 291485901, 'type': 'private', 'username': 'zerapten', 'first_name': 'Anton', 'last_name': 'P'}, 'text': 'The EU treaties govern how decisions are made and in which areas the EU acts jointly. In which European city was the latest treaty signed?\nA. Rome.\nB. Amsterdam.\nC. Lisbon.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 01:05:22,449 DEBUG   telegram.bot Exiting: send_message
2021-04-08 01:05:23,037 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 324
2021-04-08 01:05:23,037 DEBUG   telegram.bot Getting updates: [297234621]
